sku,category,brand,warehouse_zone,supplier,supplier_contact,last_sale_date,last_audit_date,restock_date,stock_on_hand,units_sold_30d,sell_through_rate,unit_cost_inr,mrp_inr,reorder_point,lead_time_days,is_active
SPO-19240,Sports & Outdoors,ZenCraft,Zone C,GlobalTrade Ltd,contact574@globaltradeltd.com,2024-10-09,2025-12-12,2026-08-07,105.0,163,0.7808893775027619,7078.0,19816.050299478295,107.0,22,True
APP-14598,Apparel,SwiftBrand,Zone B,SupplyCo India,,2024-11-07,2025-10-04,2026-09-15,5.0,21,0.770432572811325,1365.0,2791.386522842997,,13,True
APP-20382,Apparel,NovaLine,Zone B,DirectImport,contact325@directimport.com,2024-07-29,2025-12-21,2026-07-05,380.0,31,0.841872856433056,3489.0,10171.86966668602,131.0,41,True
ELE-61000,Electronics,NovaLine,zone d,FastShip Pvt,contact276@fastshippvt.com,2024-08-17,,2026-07-26,207.0,140,0.4814378053499262,2330.0,3510.5587833655827,169.0,22,True
SPO-62988,Sports & Outdoors,AlphaEdge,Zone D,FastShip Pvt,contact515@fastshippvt.com,2024-07-28,2025-11-08,2026-06-11,93.0,158,0.8078992376814842,6669.0,11075.134350241522,67.0,20,True
BEA-41139,Beauty,ZenCraft,Zone A,FastShip Pvt,,2024-10-18,2025-10-14,2026-08-18,321.0,88,0.8006091837107676,184.0,265.4670584731949,142.0,~1 month,True
APP-75268,Apparel,AlphaEdge,Zone B,FastShip Pvt,contact111@fastshippvt.com,2024-10-21,2025-12-09,2026-07-25,326.0,38,0.8658314681255022,6258.0,18668.299396499144,173.0,37,True
AUT-82482,Automotive,GenericPlus,Zone C,SupplyCo India,contact945@supplycoindia.com,2024-09-17,2025-07-15,2026-05-28,398.0,260,1.1885761220402256,7783.0,14098.134536884934,59.0,4,True
ELE-28757,Electronics,GenericPlus,Zone D,LocalSource,contact894@localsource.com,2024-07-12,2025-09-27,2026-05-27,174.0,148,0.8950639305834078,673.0,1530.910245781917,115.0,19,True
BEA-65281,Beauty,GenericPlus,Zone C,PrimeParts,contact848@primeparts.com,2024-10-11,2025-10-20,2026-06-27,83.0,30,0.8484285217496328,7419.0,12405.397332732833,56.0,23,False
TOY-67422,Toys,AlphaEdge,zone d,FastShip Pvt,,2024-04-14,2025-07-24,2026-08-24,372.0,90,0.06397931749066654,6981.0,17682.86282444893,186.0,9,True
APP-43045,Apparel,SwiftBrand,zone c,GlobalTrade Ltd,,2024-08-21,2025-08-15,2026-08-03,485.0,147,0.7474463675553538,5534.0,17422.019004751117,0.5986643789884869,15,True
TOY-13064,Toys,SwiftBrand,Zone B,DirectImport,contact968@directimport.com,2024-09-19,2025-04-17,2026-06-06,326.0,230,0.8437813865039979,3249.0,7001.568223283724,138.0,7,False
AUT-74811,Automotive,AlphaEdge,zone b,QuickStock,contact921@quickstock.com,2024-07-26,2025-04-14,2026-07-19,283.0,253,0.05856626995551584,7053.0,23442.559611641034,117.0,express,True
STA-87997,Stationery,GenericPlus,Zone D,GlobalTrade Ltd,,2024-10-08,,2026-08-10,-26.0,202,0.48145786711240346,2934.0,1998.5885333426863,49.0,36,True
APP-15939,Apparel,NovaLine,Zone D,SupplyCo India,contact278@supplycoindia.com,2024-04-17,2025-07-07,2026-06-17,111.0,113,,7319.0,11721.340617732214,136.0,4,True
APP-78725,Apparel,ZenCraft,Zone B,PrimeParts,contact617@primeparts.com,2024-12-09,2025-10-16,2026-08-25,278.0,240,0.4138885960104196,4944.0,12657.172509846081,0.309549387834394,7,True
TOY-15539,Toys,GenericPlus,Zone C,SupplyCo India,contact327@supplycoindia.com,2024-06-04,2025-10-08,2026-06-04,402.0,20,0.4671696715778899,5456.0,6553.516122910813,0.6570417384610179,216,True
AUT-17083,Automotive,ZenCraft,Zone A,PrimeParts,contact702@primeparts.com,2024-09-19,2025-04-28,2026-06-28,-31.0,43,2.2778553589005646,0.0,0.0,177.0,14,False
SPO-18878,Sports & Outdoors,ZenCraft,zone b,LocalSource,contact423@localsource.com,2024-12-08,2025-08-25,2026-08-03,33.0,144,0.6585159458925909,5667.0,11752.309638473016,152.0,39,True
BEA-73045,Beauty,SwiftBrand,ZONE A,PrimeParts,contact245@primeparts.com,2024-08-01,2026-01-15,2026-07-21,393.0,142,0.6056865427265961,430.0,871.5974761969094,153.0,on demand,True
APP-31455,Apparel,ZenCraft,Zone A,DirectImport,,2024-04-07,2026-01-15,2026-08-31,215.0,241,0.8970962738758538,2242.0,2988.938628992555,43.0,42,True
ELE-69561,Electronics,UrbanWave,Zone D,QuickStock,contact440@quickstock.com,2024-10-20,2026-02-25,2026-07-02,72.0,299,0.9797535508858582,7278.0,23462.77530403201,,9,True
SPO-89253,Sports & Outdoors,ZenCraft,Zone C,DirectImport,contact216@directimport.com,2024-10-01,2025-07-26,2026-06-11,22.0,150,0.5949868048538296,2262.0,3713.339650176952,57.0,35,True
APP-27561,Apparel,CorePeak,Zone B,PrimeParts,,2024-07-13,2025-05-08,2026-05-28,402.0,88,0.6697504749867421,7279.0,13526.565211424744,140.0,19,False
AUT-17854,Automotive,AlphaEdge,Zone B,LocalSource,contact230@localsource.com,2024-06-10,2026-01-26,2026-08-14,10.0,98,0.3670274552395344,2290.0,7323.068136224707,143.0,15,True
ELE-40648,Electronics,ZenCraft,zone b,LocalSource,contact442@localsource.com,2024-05-04,,2026-07-23,17.0,230,0.7435865447160691,5373.0,7825.559473625566,112.0,14,True
AUT-98039,Automotive,CorePeak,Zone C,GlobalTrade Ltd,contact339@globaltradeltd.com,2024-04-09,2025-09-25,2026-07-03,242.0,292,0.3363810144189292,694.0,2357.599668782129,197.0,38,True
APP-91622,Apparel,AlphaEdge,Zone A,QuickStock,contact951@quickstock.com,2024-04-08,2025-06-25,2026-08-17,183.0,91,0.8073920527250406,5540.0,15232.694834385307,,32,False
ELE-13638,Electronics,ZenCraft,Zone B,GlobalTrade Ltd,contact759@globaltradeltd.com,2024-07-02,2025-08-01,2026-08-19,279.0,220,,2201.0,6264.067104160386,0.4269960929776464,34,True
TOY-39634,Toys,AlphaEdge,Zone D,LocalSource,contact103@localsource.com,2024-04-30,2025-09-11,2026-06-01,483.0,272,0.133743628850148,4535.0,13432.869159199005,72.0,23,True
HOM-36864,Home & Kitchen,UrbanWave,Zone A,FastShip Pvt,contact469@fastshippvt.com,2024-06-02,2025-06-29,2026-08-09,468.0,2,0.845451944013187,1906.0,4334.126541848733,,850,True
SPO-41009,Sports & Outdoors,ZenCraft,zone c,PrimeParts,contact965@primeparts.com,2024-09-29,2025-07-15,2026-08-02,361.0,14,0.6618754618586108,0.0,0.0,152.0,33,True
HOM-22257,Home & Kitchen,SwiftBrand,Zone A,DirectImport,,2024-11-18,2026-03-02,2026-06-13,14.0,107,0.6002536370916056,1796.0,5490.445584342077,,29,True
ELE-55585,Electronics,ZenCraft,Zone C,PrimeParts,contact408@primeparts.com,2024-10-25,2025-06-26,2026-08-04,120.0,63,0.7904879351135132,942.0,1794.1784135381022,156.0,40,True
TOY-13579,Toys,ZenCraft,Zone B,GlobalTrade Ltd,contact292@globaltradeltd.com,2024-08-14,2025-09-13,2026-09-03,300.0,63,0.060013512427527504,934762.0,3034686.144536899,48.0,5,False
ELE-48697,Electronics,UrbanWave,Zone C,QuickStock,contact432@quickstock.com,2024-04-28,2025-07-14,2026-09-05,153.0,270,0.8613350129138,6106.0,18094.385764595103,160.0,38,True
ELE-70541,Electronics,SwiftBrand,Zone D,QuickStock,,2024-06-26,2026-02-05,2026-08-21,123.0,122,2.588912644685148,7040.0,23391.112868211465,137.0,4,True
APP-52180,Apparel,AlphaEdge,Zone A,QuickStock,,2024-08-09,2026-03-13,2026-07-07,15.0,183,0.9496905498145121,1218.0,3754.5260201835904,157.0,27,True
HOM-15185,Home & Kitchen,SwiftBrand,Zone C,LocalSource,contact375@localsource.com,2024-09-09,2026-01-20,2026-07-13,331.0,273,0.9927157885294865,3940.0,7680.834892033206,190.0,39,True
APP-82240,Apparel,CorePeak,Zone D,DirectImport,contact365@directimport.com,2024-07-06,2025-04-02,2026-08-13,-23.0,81,0.3212893955524486,6684.0,8076.226603832485,190.0,21,True
STA-46243,Stationery,GenericPlus,Zone A,QuickStock,contact753@quickstock.com,2024-10-24,2026-01-20,2026-06-04,135.0,158,0.863512862903254,4554.0,12510.196979205994,,14,True
HOM-55978,Home & Kitchen,CorePeak,ZONE A,FastShip Pvt,contact643@fastshippvt.com,2024-06-06,2025-09-24,2026-06-12,192.0,89,0.06013975260335869,4170.0,8805.710560251697,28.0,5,False
BEA-78163,Beauty,AlphaEdge,Zone D,LocalSource,contact118@localsource.com,2024-04-09,2025-09-18,2026-07-01,218.0,219,0.8801492548801705,612.0,1738.4868571702448,100.0,TBD,True
AUT-85026,Automotive,ZenCraft,ZONE A,PrimeParts,contact409@primeparts.com,2024-04-29,2025-10-01,2026-07-02,447.0,148,0.522575365993751,3764.0,6063.005790660982,176.0,39,True
APP-14264,Apparel,GenericPlus,Zone B,SupplyCo India,contact715@supplycoindia.com,2024-11-21,2025-08-01,2026-09-18,235.0,160,0.69158652968138,3193.0,5598.338817780805,,21,True
STA-84577,Stationery,CorePeak,Zone D,DirectImport,contact657@directimport.com,2024-11-07,2025-10-01,2026-08-10,153.0,40,0.21066320006641936,7634.0,25143.330122860094,44.0,11,True
HOM-70992,Home & Kitchen,NovaLine,Zone B,SupplyCo India,contact197@supplycoindia.com,2024-10-15,2025-09-19,2026-06-15,347.0,37,0.29542411648043276,6824.0,12565.907409826195,0.297689785287979,17,True
ELE-77123,Electronics,AlphaEdge,Zone A,DirectImport,contact860@directimport.com,2024-06-03,2025-11-05,2026-08-20,277.0,42,0.5023238042570011,467.0,1242.1914231937092,,40,True
SPO-65293,Sports & Outdoors,TrueForm,ZONE D,PrimeParts,contact675@primeparts.com,2024-09-11,2025-12-01,2026-06-14,119.0,284,0.014888112970899314,2579.0,4203.135861833089,38.0,26,True
ELE-23285,Electronics,AlphaEdge,Zone D,PrimeParts,contact981@primeparts.com,2024-08-30,2025-07-09,2026-08-20,-26.0,40,2.771563588678657,2900.0,5753.652561932051,100.0,12,False
APP-29203,Apparel,SwiftBrand,Zone D,SupplyCo India,contact678@supplycoindia.com,2024-06-23,2025-12-02,2026-05-31,269.0,5,0.10494697844896084,405.0,922.3928975379647,28.0,32,False
STA-91118,Stationery,CorePeak,Zone A,FastShip Pvt,,2024-05-14,2025-12-16,2026-06-01,467.0,278,0.8913287202127754,6082.0,14981.701707476279,37.0,28,True
TOY-25005,Toys,GenericPlus,ZONE A,FastShip Pvt,contact913@fastshippvt.com,2024-05-18,2025-05-23,2026-09-20,214.0,160,0.844157533790402,1236.0,2556.871185536737,185.0,25,True
ELE-26377,Electronics,UrbanWave,Zone D,FastShip Pvt,contact202@fastshippvt.com,2024-08-03,2025-12-15,2026-08-27,399.0,77,0.15021009660460027,533.0,1780.3742567084619,59.0,31,True
BEA-71751,Beauty,ZenCraft,zone b,SupplyCo India,,2024-08-07,2025-08-29,2026-06-11,217.0,287,0.369137236297975,6198.0,13132.895579714794,,9,True
BEA-13058,Beauty,AlphaEdge,zone a,GlobalTrade Ltd,contact997@globaltradeltd.com,2024-04-05,2025-12-24,2026-09-20,302.0,9,0.25458865275394305,2820.0,6754.593101219139,192.0,18,True
ELE-31938,Electronics,ZenCraft,zone b,SupplyCo India,contact280@supplycoindia.com,2024-04-18,,2026-06-15,152.0,176,0.8123506405765499,947.0,1162.3389923919738,81.0,19,True
TOY-99649,Toys,UrbanWave,Zone C,PrimeParts,contact326@primeparts.com,2024-06-17,2025-11-12,2026-07-18,385.0,145,0.3537535856352,6509.0,4290.539994858015,48.0,4,True
APP-44143,Apparel,UrbanWave,Zone B,LocalSource,contact694@localsource.com,2024-10-21,2026-02-26,2026-07-06,334.0,16,0.8369885216466916,1367.0,2018.9965940144878,157.0,36,True
APP-92654,Apparel,GenericPlus,Zone B,LocalSource,contact197@localsource.com,2024-10-06,2025-07-12,2026-07-03,408.0,19,0.5057060503423952,6390.0,18199.58095479866,,3,True
ELE-63754,Electronics,SwiftBrand,Zone B,GlobalTrade Ltd,contact334@globaltradeltd.com,2024-04-16,2025-10-24,2026-08-25,87.0,81,0.7972699866808073,3593699.0,7509362.02782489,,33,True
SPO-44935,Sports & Outdoors,NovaLine,Zone C,LocalSource,contact111@localsource.com,2024-09-14,2025-09-30,2026-06-07,368.0,232,0.7396132830503807,3401.0,8896.269259048951,35.0,28,True
TOY-36114,Toys,ZenCraft,Zone D,QuickStock,contact319@quickstock.com,2024-07-28,2025-04-03,2026-07-20,176.0,92,0.2890276428925578,3152.0,4183.373047254491,185.0,25,True
HOM-25786,Home & Kitchen,AlphaEdge,Zone D,SupplyCo India,contact684@supplycoindia.com,2024-10-14,,2026-08-06,398.0,243,0.7930181847624254,1202.0,3944.420673312873,153.0,28,True
HOM-25062,Home & Kitchen,ZenCraft,zone d,FastShip Pvt,contact742@fastshippvt.com,2024-08-08,,2026-06-23,149.0,219,0.20544604991747395,0.0,0.0,,42,True
BEA-53557,Beauty,AlphaEdge,ZONE C,PrimeParts,contact741@primeparts.com,2024-05-28,2025-06-07,2026-07-16,127.0,46,,6874.0,8456.98571562107,129.0,29,True
SPO-65993,Sports & Outdoors,AlphaEdge,ZONE D,SupplyCo India,contact155@supplycoindia.com,2024-09-07,2026-02-21,2026-06-12,-14.0,58,0.19703059809010304,6914.0,15576.333636464979,154.0,4-6 weeks,True
BEA-40967,Beauty,TrueForm,Zone D,DirectImport,contact280@directimport.com,2024-08-02,2025-04-01,2026-08-09,53.0,163,0.8407344761996121,3935.0,7679.675869252533,11.0,36,True
HOM-25180,Home & Kitchen,ZenCraft,ZONE D,GlobalTrade Ltd,contact195@globaltradeltd.com,2024-04-08,2025-06-19,2026-06-16,481.0,62,0.31317385741125847,579.0,1093.4128608485541,0.2648849896908068,42,True
SPO-98270,Sports & Outdoors,AlphaEdge,Zone B,SupplyCo India,contact263@supplycoindia.com,2024-05-02,,2026-07-28,435.0,184,0.10657305022314845,3817.0,12190.850749798781,,3,True
HOM-62023,Home & Kitchen,GenericPlus,ZONE A,GlobalTrade Ltd,contact595@globaltradeltd.com,2024-10-02,2025-05-13,2026-08-23,371.0,205,0.8086993158637769,5032.0,8330.544786188464,187.0,16,True
APP-31948,Apparel,TrueForm,Zone B,FastShip Pvt,contact807@fastshippvt.com,2024-06-28,2025-07-07,2026-08-15,411.0,39,0.21522258439412267,279.0,789.9859648434884,137.0,41,True
APP-12067,Apparel,CorePeak,Zone B,DirectImport,contact724@directimport.com,2024-04-21,2025-10-14,2026-07-03,488.0,233,0.2430359284481104,5753.0,14848.369557292837,,27,False
HOM-65633,Home & Kitchen,NovaLine,Zone D,SupplyCo India,contact632@supplycoindia.com,2024-09-20,2025-04-26,2026-07-13,-54.0,201,0.3512882235388506,1957679.0,6625877.743768063,158.0,23,True
APP-67899,Apparel,NovaLine,Zone C,DirectImport,contact203@directimport.com,2024-10-09,2025-03-31,2026-08-23,372.0,121,0.11523987314303952,4676.0,13002.308487590557,27.0,30,True
SPO-20125,Sports & Outdoors,GenericPlus,Zone D,LocalSource,,2024-05-26,2025-04-04,2026-08-22,102.0,142,0.01227032223666391,7537.0,20096.740969009807,0.4171336373387178,35,True
BEA-35517,Beauty,CorePeak,Zone B,SupplyCo India,contact849@supplycoindia.com,2024-12-08,2025-04-02,2026-08-05,13.0,94,0.9847888540882899,7217.0,12732.043295782461,0.15029350652567866,8,True
BEA-81918,Beauty,CorePeak,zone d,SupplyCo India,contact227@supplycoindia.com,2024-12-05,2025-11-17,2026-06-05,463.0,125,0.6785822520086902,4666.0,8486.916672234322,122.0,9,True
STA-30974,Stationery,AlphaEdge,ZONE D,LocalSource,contact829@localsource.com,2024-06-01,2025-05-19,2026-07-02,194.0,59,0.4459867977984969,4011.0,11552.908600077757,26.0,27,True
BEA-12729,Beauty,SwiftBrand,Zone B,GlobalTrade Ltd,contact673@globaltradeltd.com,2024-06-18,2025-04-28,2026-06-06,187.0,54,0.31886774446624544,4383.0,9946.438059196425,105.0,express,True
APP-58139,Apparel,ZenCraft,Zone B,FastShip Pvt,contact779@fastshippvt.com,2024-09-08,2026-02-26,2026-07-28,20.0,106,0.5720188084922118,4073.0,13693.570639935771,,44,True
SPO-21565,Sports & Outdoors,ZenCraft,Zone B,QuickStock,contact996@quickstock.com,2024-05-07,2025-07-07,2026-05-26,216.0,71,0.5391628961365282,0.0,0.0,134.0,13,True
BEA-63173,Beauty,SwiftBrand,Zone C,PrimeParts,contact599@primeparts.com,2024-08-03,2026-01-12,2026-05-30,-34.0,296,,824.0,453.4308955305514,,26,True
HOM-60940,Home & Kitchen,TrueForm,Zone B,QuickStock,contact634@quickstock.com,2024-04-10,2025-11-17,2026-08-27,220.0,118,0.1458572552998404,966.0,2933.987608094392,0.4694083195095726,228,True
HOM-65042,Home & Kitchen,CorePeak,Zone C,PrimeParts,contact884@primeparts.com,2024-06-16,2025-12-24,2026-08-09,139.0,95,0.02468810109787034,7996.0,24707.079273282478,20.0,on demand,True
TOY-81722,Toys,AlphaEdge,zone d,LocalSource,contact777@localsource.com,2024-05-13,2025-08-19,2026-08-11,-66.0,132,0.9119428255920409,7973.0,25238.236251511586,58.0,3,True
AUT-79627,Automotive,NovaLine,ZONE C,SupplyCo India,,2024-09-14,2026-01-31,2026-08-28,112.0,226,0.6002964349600683,7051.0,9766.184639565463,118.0,28,True
APP-57848,Apparel,UrbanWave,ZONE C,FastShip Pvt,,2024-06-14,2025-06-23,2026-06-02,380.0,123,0.6724856375807972,5353.0,9743.743740024214,49.0,12,True
APP-46423,Apparel,AlphaEdge,Zone B,LocalSource,contact826@localsource.com,2024-07-21,2025-11-04,2026-07-02,121.0,71,0.21717478407731972,2376.0,7147.130613549808,140.0,12,True
SPO-83378,Sports & Outdoors,TrueForm,zone a,GlobalTrade Ltd,contact541@globaltradeltd.com,2024-07-09,2025-04-09,2026-05-27,19.0,266,0.13313078581299975,5644.0,18790.014165393644,,21,False
HOM-26294,Home & Kitchen,GenericPlus,zone c,FastShip Pvt,,2024-07-17,2026-02-10,2026-07-17,-11.0,272,0.2201305278665775,5943.0,13774.909635031503,139.0,29,True
APP-21744,Apparel,SwiftBrand,Zone D,FastShip Pvt,contact916@fastshippvt.com,2024-08-13,2025-11-06,2026-05-30,465.0,9,0.7148478498381169,170.0,223.25064886309312,160.0,41,True
APP-96105,Apparel,AlphaEdge,Zone B,QuickStock,contact540@quickstock.com,2024-04-13,2025-05-03,2026-06-21,352.0,31,0.9124102290631738,6162.0,7629.2594665372235,,8,True
ELE-46106,Electronics,TrueForm,Zone D,LocalSource,contact499@localsource.com,2024-05-12,2025-10-23,2026-06-25,208.0,17,,1834.0,3034.253351127652,12.0,640,True
APP-32388,Apparel,TrueForm,Zone D,PrimeParts,contact273@primeparts.com,2024-08-12,2025-08-19,2026-06-26,479.0,268,0.6792439353636719,0.0,0.0,18.0,40,True
AUT-30733,Automotive,ZenCraft,ZONE A,SupplyCo India,contact362@supplycoindia.com,2024-08-25,2025-05-11,2026-07-20,66.0,96,0.4067560522864454,5858.0,9730.869725586452,,288,True
STA-60527,Stationery,AlphaEdge,Zone D,LocalSource,,2024-06-07,,2026-06-09,140.0,75,0.9248677039234866,3130.0,8218.667067245666,16.0,28,True
TOY-79650,Toys,TrueForm,Zone D,SupplyCo India,contact173@supplycoindia.com,2024-07-17,2025-06-08,2026-08-09,312.0,150,0.978903017321683,2140.0,6161.557265426161,198.0,32,True
SPO-15158,Sports & Outdoors,ZenCraft,Zone A,LocalSource,,2024-06-17,2025-06-22,2026-08-25,70.0,197,0.2389985875230053,2773702.0,7412980.170708364,0.7973927990808208,5,True
ELE-36074,Electronics,SwiftBrand,Zone C,QuickStock,,2024-10-16,2025-04-29,2026-07-08,198.0,50,0.7343846218067435,654.0,1137.3385438939324,89.0,43,True
ELE-83491,Electronics,AlphaEdge,Zone A,PrimeParts,,2024-08-02,2026-02-05,2026-07-05,228.0,291,0.953613385243534,1524.0,4505.024344864835,163.0,15,True
APP-29493,Apparel,ZenCraft,Zone B,LocalSource,contact359@localsource.com,2024-08-27,2025-10-12,2026-09-16,241.0,241,0.43885582829040093,7348.0,20906.51097610873,,14,True
TOY-68400,Toys,GenericPlus,Zone A,FastShip Pvt,contact880@fastshippvt.com,2024-07-13,2025-12-16,2026-06-09,444.0,101,0.026700288264819405,689.0,1422.192852075881,28.0,40,True
AUT-69524,Automotive,GenericPlus,Zone A,GlobalTrade Ltd,contact140@globaltradeltd.com,2024-11-14,2025-12-29,2026-06-10,-76.0,57,0.22692914415022492,3668.0,8947.308988551476,51.0,34,True
APP-71913,Apparel,UrbanWave,Zone B,GlobalTrade Ltd,contact714@globaltradeltd.com,2024-05-21,,2026-05-26,74.0,177,0.6728817039957462,7121.0,14545.11432197196,114.0,15,True
ELE-67751,Electronics,CorePeak,ZONE B,FastShip Pvt,,2024-05-16,2026-01-18,2026-08-16,473.0,216,0.7906053792761535,1457.0,4378.499141884719,,42,True
SPO-67106,Sports & Outdoors,TrueForm,Zone B,GlobalTrade Ltd,contact359@globaltradeltd.com,2024-10-15,,2026-07-13,399.0,161,0.46411444671035196,6151.0,16023.633418793326,,33,True
APP-11982,Apparel,TrueForm,Zone B,GlobalTrade Ltd,contact510@globaltradeltd.com,2024-10-23,2025-09-20,2026-08-17,306.0,11,0.5587413557413826,710.0,1605.0251429711057,0.5025335851311213,3,False
APP-79535,Apparel,GenericPlus,Zone B,PrimeParts,,2024-10-15,2025-09-10,2026-07-12,180.0,77,0.8120628092388917,6571.0,9996.211268168987,116.0,varies,True
AUT-37942,Automotive,SwiftBrand,Zone C,GlobalTrade Ltd,contact538@globaltradeltd.com,2024-10-14,2025-10-10,2026-06-29,326.0,237,0.13065388821564894,2972.0,9127.895744426889,158.0,6,True
ELE-52100,Electronics,TrueForm,Zone D,SupplyCo India,contact245@supplycoindia.com,2024-05-15,2026-01-23,2026-08-24,358.0,204,0.19248956143295337,3111.0,10149.612088475815,,30,True
AUT-96132,Automotive,AlphaEdge,Zone D,SupplyCo India,contact854@supplycoindia.com,2024-08-15,2025-05-04,2026-08-20,374.0,231,0.2386102363273388,6930.0,15287.302367288261,115.0,4-6 weeks,True
SPO-77392,Sports & Outdoors,ZenCraft,zone b,DirectImport,contact157@directimport.com,2024-08-29,2025-11-25,2026-06-01,85.0,207,0.4047230449487389,395.0,1171.2430982747906,153.0,40,True
TOY-73676,Toys,SwiftBrand,ZONE A,FastShip Pvt,contact476@fastshippvt.com,2024-09-29,2026-02-07,2026-06-07,197.0,299,0.8745018984478007,4085.0,7396.291131580612,62.0,34,True
SPO-75995,Sports & Outdoors,AlphaEdge,Zone B,GlobalTrade Ltd,,2024-07-28,2025-04-29,2026-06-05,-61.0,90,0.2668545384231781,965.0,1534.6137609929451,118.0,36,True
APP-58084,Apparel,CorePeak,zone a,SupplyCo India,,2024-05-20,2026-03-07,2026-06-26,-48.0,222,0.22598305591788215,2092.0,2696.7951029516207,102.0,24,True
ELE-91045,Electronics,TrueForm,Zone A,PrimeParts,contact897@primeparts.com,2024-05-01,2025-03-31,2026-08-30,46.0,237,0.7051432751369907,2446.0,5958.890969588486,36.0,22,True
ELE-72978,Electronics,TrueForm,Zone A,SupplyCo India,contact155@supplycoindia.com,2024-10-01,2025-07-25,2026-08-10,380.0,119,0.47649430204584375,2293.0,7741.52551139986,0.8748521093539003,9,True
BEA-75345,Beauty,AlphaEdge,Zone D,FastShip Pvt,,2024-07-23,2025-07-22,2026-05-25,222.0,149,,4762.0,10912.825187938302,141.0,15,True
AUT-98525,Automotive,CorePeak,Zone C,FastShip Pvt,contact208@fastshippvt.com,2024-12-07,2025-10-03,2026-08-15,201.0,254,0.5605190277100845,4186.0,11140.017815105377,168.0,42,True
SPO-95054,Sports & Outdoors,CorePeak,ZONE B,FastShip Pvt,contact463@fastshippvt.com,2024-08-08,2025-05-04,2026-05-27,121.0,282,,5377.0,14168.455132662835,128.0,38,True
